,date,funding_rate
577,2024-12-04,0.00076122
578,2024-12-05,0.0014713
579,2024-12-06,0.00034634
580,2024-12-07,0.00058436
581,2024-12-08,0.00051137
582,2024-12-09,0.0006256
583,2024-12-10,0.00030000000000000003
584,2024-12-11,0.00030000000000000003
585,2024-12-12,0.00030000000000000003
586,2024-12-13,0.00030000000000000003
587,2024-12-14,0.0002675
588,2024-12-15,0.00028194
589,2024-12-16,0.00029181
590,2024-12-17,0.00027866
591,2024-12-18,0.00029159
592,2024-12-19,0.00030000000000000003
593,2024-12-20,0.00030000000000000003
594,2024-12-21,0.00021206000000000003
595,2024-12-22,0.00029629
596,2024-12-23,0.00028981
597,2024-12-24,0.00030000000000000003
598,2024-12-25,0.00030000000000000003
599,2024-12-26,0.00025865
600,2024-12-27,0.00030000000000000003
601,2024-12-28,0.00022812
602,2024-12-29,0.00028013
603,2024-12-30,0.00018749
604,2024-12-31,0.00030000000000000003
605,2025-01-01,0.00030000000000000003
606,2025-01-02,0.00030000000000000003
607,2025-01-03,0.00025242
608,2025-01-04,0.00018497
609,2025-01-05,0.0002832
610,2025-01-06,0.00030000000000000003
611,2025-01-07,0.00027182
612,2025-01-08,0.00030000000000000003
613,2025-01-09,0.0001929
614,2025-01-10,0.00010983999999999999
615,2025-01-11,0.00012343
616,2025-01-12,0.00014866
617,2025-01-13,0.00013136
618,2025-01-14,0.00029496000000000004
619,2025-01-15,0.00019628
620,2025-01-16,0.00012894
621,2025-01-17,0.00017414999999999998
622,2025-01-18,0.00026707
623,2025-01-19,0.00030000000000000003
624,2025-01-20,0.00030000000000000003
625,2025-01-21,0.00030000000000000003
626,2025-01-22,0.00030000000000000003
627,2025-01-23,0.0002727
628,2025-01-24,0.00017411
629,2025-01-25,0.00021978999999999998
630,2025-01-26,0.00026806
631,2025-01-27,0.00012894
632,2025-01-28,0.00023562000000000002
633,2025-01-29,0.00029949
634,2025-01-30,0.00027089
635,2025-01-31,0.00021225
636,2025-02-01,0.00019435
637,2025-02-02,8.343e-05
638,2025-02-03,0.00024845
639,2025-02-04,0.0001355
640,2025-02-05,5.923e-05
641,2025-02-06,7.851e-05
642,2025-02-07,0.00020139
643,2025-02-08,-2.639e-05
644,2025-02-09,0.00016312
645,2025-02-10,0.00018435
646,2025-02-11,8.862e-05
647,2025-02-12,0.00011156999999999999
648,2025-02-13,0.00014922
649,2025-02-14,0.00016703
650,2025-02-15,7.087e-05
651,2025-02-16,7.371e-05
652,2025-02-17,0.00014645
653,2025-02-18,0.00029488
654,2025-02-19,0.00023746
655,2025-02-20,0.00013035
656,2025-02-21,2.3120000000000002e-05
657,2025-02-22,0.00018784
658,2025-02-23,8.73e-05
659,2025-02-24,5.9609999999999993e-05
660,2025-02-25,0.0001663
661,2025-02-26,0.00019526
662,2025-02-27,0.00018121
663,2025-02-28,0.00018592
664,2025-03-01,-6.98e-05
665,2025-03-02,-6.746000000000001e-05
666,2025-03-03,5.449999999999997e-06
667,2025-03-04,-4.899999999999999e-06
668,2025-03-05,0.00011863
669,2025-03-06,0.00016769000000000002
670,2025-03-07,-1.23e-06
671,2025-03-08,6.909e-05
672,2025-03-09,0.00010439000000000001
673,2025-03-10,9.333e-05
674,2025-03-11,0.00016711
675,2025-03-12,0.00010403999999999999
676,2025-03-13,5.6890000000000006e-05
677,2025-03-14,0.00011074
678,2025-03-15,-8.745e-05
679,2025-03-16,5.915e-05
680,2025-03-17,0.00010398
681,2025-03-18,6.276e-05
682,2025-03-19,0.00011185000000000001
683,2025-03-20,6.82e-05
684,2025-03-21,9.457e-05
685,2025-03-22,6.158e-05
686,2025-03-23,5.9350000000000006e-05
687,2025-03-24,4.129e-05
688,2025-03-25,-2.8729999999999998e-05
689,2025-03-26,-4.413e-05
690,2025-03-27,4.888e-05
691,2025-03-28,9.245000000000001e-05
692,2025-03-29,0.00016108
693,2025-03-30,5.356e-05
694,2025-03-31,0.00010508
695,2025-04-01,0.00010423
696,2025-04-02,1.657e-05
697,2025-04-03,0.00017384
698,2025-04-04,0.00017057
699,2025-04-05,0.00016403999999999998
700,2025-04-06,4.981e-05
701,2025-04-07,0.00016801
702,2025-04-08,0.00010783
703,2025-04-09,0.00014172
704,2025-04-10,0.00014594
705,2025-04-11,1.0610000000000002e-05
706,2025-04-12,0.00014682
707,2025-04-13,0.00023128
708,2025-04-14,0.00017668
709,2025-04-15,6.416000000000001e-05
710,2025-04-16,0.00011323000000000001
711,2025-04-17,0.00010507999999999999
712,2025-04-18,0.00011854
713,2025-04-19,7.001e-05
714,2025-04-20,-3.634e-05
715,2025-04-21,0.00012188
716,2025-04-22,-3.9999999999999617e-07
717,2025-04-23,4.572e-05
718,2025-04-24,3.739999999999998e-06
719,2025-04-25,-1.4740000000000001e-05
720,2025-04-26,-0.00010004
721,2025-04-27,-2.5810000000000002e-05
722,2025-04-28,-5.202e-05
723,2025-04-29,9.45e-06
724,2025-04-30,-6.0389999999999996e-05
725,2025-05-01,1.246e-05
726,2025-05-02,-0.00030303000000000003
727,2025-05-03,-4.238e-05
728,2025-05-04,7.344e-05
729,2025-05-05,-1.0150000000000003e-05
730,2025-05-06,7.175000000000001e-05
731,2025-05-07,2.513e-05
