timestamp,spot_price,future_price,funding_rate,basis,spread,basis_lag,deviations,ou_forecast,residuals,ou_zscore,positions,basis_returns,strategy_returns,funding_pnl,total_returns,equity
2025-08-27,111262.01,111194.9,0.0001080099999999,-0.0006031708397142976,-67.11000000000058,-0.0004770800268639986,-0.0003518069136013076,-0.00045409761838746785,-0.0001490732213268298,-1.9993470264729927,0,-0.00012609081285029904,-0.0,0.0,-0.0,10095.778149823718
2025-08-28,112566.9,112507.3,0.0002250199999999,-0.0005294629238256652,-59.59999999999127,-0.0006031708397142976,-0.0002780989977126752,-0.0005673498674116974,3.7886943586032114e-05,-1.5804590036342314,0,7.370791588863241e-05,0.0,0.0,0.0,10095.778149823718
2025-08-29,108377.4,108332.4,0.00010761,-0.000415215718406236,-45.0,-0.0005294629238256652,-0.00016385179229324594,-0.000501146889918111,8.593117151187504e-05,-0.9311829331331086,0,0.00011424720541942923,0.0,0.0,0.0,10095.778149823718
2025-08-30,108816.33,108757.9,0.00023544,-0.000536959847846436,-58.43000000000757,-0.000415215718406236,-0.00028559592173344595,-0.00039853233247335093,-0.00013842751537308508,-1.6230646266880426,0,-0.0001217441294402,-0.0,0.0,-0.0,10095.778149823718
2025-08-31,108246.35,108208.4,0.00013517,-0.0003505891884577322,-37.95000000001164,-0.000536959847846436,-9.922526234474216e-05,-0.0005078804772978996,0.00015729128884016738,-0.5639051580572051,0,0.0001863706593887038,0.0,0.0,0.0,10095.778149823718
2025-09-01,109237.42,109187.9,0.0001962299999999,-0.0004533245109597432,-49.520000000004075,-0.0003505891884577322,-0.00020196058484675316,-0.00034048607440069213,-0.0001128384365590511,-1.147758270707849,0,-0.000102735322502011,-0.0,0.0,-0.0,10095.778149823718
2025-09-02,111240.01,111188.0,0.00022107,-0.00046754760270153485,-52.00999999999476,-0.0004533245109597432,-0.0002161836765885448,-0.00043276088859667885,-3.4786714104856006e-05,-1.2285892466830126,0,-1.422309174179163e-05,-0.0,0.0,-0.0,10095.778149823718
2025-09-03,111705.71,111659.8,8.238000000000001e-05,-0.00041099062885866346,-45.91000000000349,-0.00046754760270153485,-0.0001596267027456734,-0.00044553578544620796,3.45451565875445e-05,-0.9071714089221475,0,5.655697384287139e-05,0.0,0.0,0.0,10095.778149823718
2025-09-04,110730.87,110679.4,0.00014134,-0.0004648206954393221,-51.470000000001164,-0.00041099062885866346,-0.00021345676932633202,-0.0003947374414517548,-7.008325398756728e-05,-1.2130920130716476,0,-5.383006658065862e-05,-0.0,0.0,-0.0,10095.778149823718
2025-09-05,110659.99,110614.9,0.00025404,-0.0004074643419000043,-45.09000000001106,-0.0004648206954393221,-0.00015610041578701425,-0.0004430865318222127,3.5622189922208405e-05,-0.887131236109411,0,5.735635353931777e-05,0.0,0.0,0.0,10095.778149823718
2025-09-06,110187.97,110135.3,0.00012067,-0.0004780013643957526,-52.669999999998254,-0.0004074643419000043,-0.00022663743828276253,-0.000391570200954645,-8.643116344110759e-05,-1.2879988163951008,0,-7.053702249574828e-05,-0.0,0.0,-0.0,10095.778149823718
