timestamp,spot_price,future_price,funding_rate,basis,spread,basis_lag,deviations,ou_forecast,residuals,ou_zscore,positions
2023-06-11,25925.55,25909.9,0.0001357199999999,-0.0006036516100911193,-15.649999999997817,-0.0005653760021299538,-0.00035228768397812924,-0.0005334032993693908,-7.024831072172848e-05,-2.0020792832483782,0
2023-06-12,25905.19,25894.8,0.00015349,-0.00040107793071579166,-10.389999999999418,-0.0006036516100911193,-0.0001497140046028016,-0.0005677816857591921,0.00016670375504340045,-0.8508367469526125,0
2023-06-13,25934.25,25918.0,0.00022683,-0.0006265845358936541,-16.25,-0.00040107793071579166,-0.00037522060978066406,-0.0003858340540185135,-0.00024075048187514062,-2.1324089477290067,0
2023-06-14,25128.6,25115.9,8.815e-05,-0.0005054002212617134,-12.69999999999709,-0.0006265845358936541,-0.00025403629514872335,-0.0005883795815545532,8.297936029283979e-05,-1.4437087268199946,0
2023-06-15,25598.49,25586.1,9.615e-05,-0.00048401292419994517,-12.390000000003056,-0.0005054002212617134,-0.0002326489980869551,-0.00047953425120664456,-4.4786729933006075e-06,-1.3221629949666396,0
2023-06-16,26345.0,26336.0,4.988e-05,-0.0003416208009109888,-9.0,-0.00048401292419994517,-9.025687479799873e-05,-0.0004603246082672319,0.00011870380735624312,-0.5129370892654715,0
2023-06-17,26516.99,26508.9,0.00027411,-0.0003050874175387231,-8.090000000000146,-0.0003416208009109888,-5.372349142573305e-05,-0.00033243084787918926,2.7343430340466155e-05,-0.3053149289599051,0
2023-06-18,26339.97,26329.7,0.00018644,-0.0003899017348918938,-10.270000000000437,-0.0003050874175387231,-0.00013853780877890376,-0.0002996172928084824,-9.028444208341143e-05,-0.7873215258927072,0
2023-06-19,26844.35,26828.5,0.00017127,-0.000590440819017728,-15.849999999998545,-0.0003899017348918938,-0.00033907689290473795,-0.0003757958182106885,-0.0002146450008070395,-1.927001293508035,0
2023-06-20,28307.99,28290.6,1.305e-05,-0.0006143141918590142,-17.390000000003056,-0.000590440819017728,-0.0003629502657460241,-0.0005559160171459913,-5.839817471302289e-05,-2.0626755942586987,0
2023-06-21,29993.89,29988.5,0.00018846,-0.00017970326623186983,-5.389999999999418,-0.0006143141918590142,7.166065988112023e-05,-0.000577358603683042,0.00039765533745117216,0.40725330205073523,0
2023-06-22,29884.92,29875.0,0.00029236,-0.00033193998846235006,-9.919999999998254,-0.00017970326623186983,-8.057606234936e-05,-0.00018699975306469177,-0.0001449402353976583,-0.45792025237362083,0
2023-06-23,30688.5,30673.4,0.0003,-0.0004920409925541667,-15.099999999998545,-0.00033193998846235006,-0.00024067706644117663,-0.0003237357355438301,-0.00016830525701033657,-1.367787154048757,0
2023-06-24,30527.43,30524.2,0.0003,-0.00010580648289094638,-3.2299999999995634,-0.0004920409925541667,0.0001455574432220437,-0.0004675352588759743,0.00036172877598502793,0.8272146738332969,0
2023-06-25,30462.66,30458.0,0.0003,-0.00015297416574914518,-4.6599999999998545,-0.00010580648289094638,9.838976036384488e-05,-0.00012062713859870494,-3.234702715044024e-05,0.5591569330038102,0
2023-06-26,30267.99,30260.1,0.0003,-0.00026067142218571686,-7.890000000003056,-0.00015297416574914518,-9.307496072726799e-06,-0.00016299220901263512,-9.767921317308174e-05,-0.05289524985857531,0
2023-06-27,30692.44,30683.2,0.0003,-0.0003010513338137327,-9.239999999997963,-0.00026067142218571686,-4.968740770074266e-05,-0.00025972373313772523,-4.132760067600749e-05,-0.28237754006225385,0
2023-06-28,30077.41,30066.3,0.000239,-0.00036938020926670823,-11.110000000000582,-0.0003010513338137327,-0.00011801628315371817,-0.00029599216304071783,-7.33880462259904e-05,-0.6706960428474769,0
2023-06-29,30447.31,30439.9,0.00025874,-0.00024337125348675644,-7.4099999999998545,-0.00036938020926670823,7.992672626233615e-06,-0.00035736379387898786,0.00011399254039223141,0.04542300230899405,0
2023-06-30,30472.0,30460.2,0.0003,-0.0003872407456024965,-11.799999999999272,-0.00024337125348675644,-0.00013587681948950642,-0.00024418506723998057,-0.0001430556783625159,-0.7721989094302509,0
2023-07-01,30585.9,30573.6,0.0003,-0.00040214608692250054,-12.30000000000291,-0.0003872407456024965,-0.00015078216080951048,-0.0003734057707929482,-2.8740316129552358e-05,-0.8569071647105542,0
2023-07-02,30617.03,30612.7,0.0003,-0.00014142456012219696,-4.329999999998108,-0.00040214608692250054,0.0001099393659907931,-0.0003867934505834527,0.0002453688904612557,0.6247942720509437,0
2023-07-03,31156.2,31149.0,0.0003,-0.0002310936507019703,-7.200000000000728,-0.00014142456012219696,2.027027541101975e-05,-0.0001526185839797969,-7.847506672217341e-05,0.11519760784104251,0
2023-07-04,30766.51,30756.1,0.0003,-0.00033835491903371086,-10.409999999999854,-0.0002310936507019703,-8.69909929207208e-05,-0.00023315756970410535,-0.00010519734932960551,-0.4943768195046917,0
2023-07-05,30504.81,30488.4,0.0003,-0.0005379479498479044,-16.409999999999854,-0.00033835491903371086,-0.00028658402373491436,-0.0003294974980237297,-0.0002084504518241747,-1.628680089949594,0
2023-07-06,29895.43,29874.4,0.00019212,-0.0007034519991851208,-21.029999999998836,-0.0005379479498479044,-0.00045208807307213077,-0.0005087679707750374,-0.0001946840284100834,-2.5692529329455174,0
2023-07-07,30344.7,30327.9,4.261e-05,-0.0005536386914353832,-16.799999999999272,-0.0007034519991851208,-0.00030227476532239313,-0.000657420401403034,0.0001037817099676508,-1.7178518382104422,0
2023-07-08,30284.63,30269.3,8.074e-05,-0.000506197368103944,-15.330000000001746,-0.0005536386914353832,-0.000254833441990954,-0.0005228610813948391,1.6663713290895085e-05,-1.4482389765310115,0
2023-07-09,30160.71,30147.8,0.0001868099999999,-0.0004280403213319532,-12.909999999999854,-0.000506197368103944,-0.00017667639521896315,-0.0004802502325747111,5.22099112427579e-05,-1.0040661845244885,0
2023-07-10,30411.57,30396.9,5.663e-05,-0.0004823821986171136,-14.669999999998254,-0.0004280403213319532,-0.00023101827250412353,-0.0004100511346076869,-7.233106400942669e-05,-1.31289545013174,0
2023-07-11,30622.1,30608.4,0.00020229,-0.0004473893038033672,-13.69999999999709,-0.0004823821986171136,-0.00019602537769037714,-0.0004588599231278294,1.1470619324462181e-05,-1.1140280103837168,0
2023-07-12,30380.0,30368.9,0.0001817,-0.00036537195523365847,-11.099999999998545,-0.0004473893038033672,-0.00011400802912066841,-0.00042743000410406856,6.205804887041009e-05,-0.6479168123306817,0
2023-07-13,31454.23,31441.7,5.514e-05,-0.00039835659623519115,-12.529999999998836,-0.00036537195523365847,-0.0001469926701222011,-0.00035376366018453486,-4.4592936050656294e-05,-0.8353711839080128,0
2023-07-14,30312.01,30293.3,0.0003,-0.000617247091169445,-18.709999999999127,-0.00039835659623519115,-0.0003658831650564549,-0.0003833898057556278,-0.00023385728541381717,-2.0793434972718265,0
2023-07-15,30289.52,30276.4,-1.3220000000000002e-05,-0.00043315311698564326,-13.119999999998981,-0.000617247091169445,-0.0001817891908726532,-0.0005799928752493794,0.0001468397582637361,-1.0331226140372802,0
2023-07-16,30231.99,30216.8,0.00014348,-0.0005024479036941441,-15.190000000002328,-0.00043315311698564326,-0.00025108397758115403,-0.0004146433455189542,-8.780455817518991e-05,-1.4269304682874944,0
2023-07-17,30138.0,30126.1,0.00015324,-0.0003948503550335608,-11.900000000001455,-0.0005024479036941441,-0.00014348642892057073,-0.00047688253854968887,8.203218351612808e-05,-0.8154449327470672,0
2023-07-18,29859.13,29845.6,0.00018258,-0.0004531277368095612,-13.530000000002474,-0.0003948503550335608,-0.00020176381069657117,-0.00038024056995700147,-7.288716685255976e-05,-1.1466399873630853,0
2023-07-19,29909.21,29895.5,0.00022914,-0.00045838723256144605,-13.709999999999127,-0.0004531277368095612,-0.000207023306448456,-0.000432584149986195,-2.5803082575251077e-05,-1.1765301253499563,0
2023-07-20,29800.0,29791.0,0.00017856,-0.0003020134228187919,-9.0,-0.00045838723256144605,-5.0649496705801864e-05,-0.0004373081239948448,0.00013529470117605287,-0.28784516936998084,0
2023-07-21,29901.72,29891.4,7.371e-05,-0.00034513064800284764,-10.319999999999709,-0.0003020134228187919,-9.376672188985758e-05,-0.00029685629216417585,-4.8274355838671794e-05,-0.532883832991024,0
2023-07-22,29794.0,29783.5,3.316e-05,-0.0003524199503255689,-10.5,-0.00034513064800284764,-0.00010105602421257886,-0.0003355833224163793,-1.6836627909189595e-05,-0.5743095252118188,0
2023-07-23,30083.75,30070.8,0.0002228,-0.0004304649520089991,-12.950000000000728,-0.0003524199503255689,-0.00017910102589600906,-0.00034213042813490487,-8.833452387409425e-05,-1.0178455559553201,0
2023-07-24,29176.5,29163.8,0.00024338,-0.00043528181927238456,-12.700000000000728,-0.0004304649520089991,-0.0001839178931593945,-0.00041222888944185236,-2.30529298305322e-05,-1.0452202005902997,0
2023-07-25,29228.91,29216.3,0.0002408,-0.00043142217756326123,-12.610000000000582,-0.00043528181927238456,-0.00018005825145027117,-0.0004165553033850891,-1.4866874178172114e-05,-1.023285545880438,0
2023-07-26,29351.96,29336.0,0.00025219,-0.0005437456306154385,-15.959999999999127,-0.00043142217756326123,-0.0002923817045024485,-0.0004130886503109678,-0.00013065698030447073,-1.6616287767288007,0
2023-07-27,29222.78,29209.7,9.842e-05,-0.00044759601926983364,-13.079999999998108,-0.0005437456306154385,-0.00019623209315684358,-0.000513975331812731,6.637931254289736e-05,-1.1152027910296538,0
2023-07-28,29314.14,29299.9,0.00021048,-0.00048577239516485774,-14.239999999997963,-0.00044759601926983364,-0.00023440846905186768,-0.0004276156718062287,-5.8156723358629035e-05,-1.3321622101777715,0
2023-07-29,29352.9,29339.1,0.00022097,-0.00047014094007757017,-13.80000000000291,-0.00048577239516485774,-0.0002187770139645801,-0.000461904929936708,-8.23601014086217e-06,-1.2433273918727727,0
2023-07-30,29281.09,29271.1,0.00018068,-0.0003411758237142675,-9.9900000000016,-0.00047014094007757017,-8.981189760127746e-05,-0.00044786506926693554,0.00010668924555266802,-0.5104082480155774,0
2023-07-31,29232.25,29220.8,0.0001797,-0.00039169068409037033,-11.450000000000728,-0.0003411758237142675,-0.00014032675797738027,-0.00033203117825097447,-5.965950583939586e-05,-0.797488268279523,0
2023-08-01,29705.99,29701.2,0.00023068,-0.0001612469404319086,-4.790000000000873,-0.00039169068409037033,9.011698568108146e-05,-0.0003774026166406272,0.00021615567620871862,0.5121420881465867,0
2023-08-02,29186.01,29170.1,0.0003,-0.0005451241879242779,-15.909999999999854,-0.0001612469404319086,-0.0002937602618112879,-0.00017042264995686162,-0.00037470153796741634,-1.6694632289515736,0
2023-08-03,29193.64,29180.2,0.0003,-0.00046037424589734924,-13.43999999999869,-0.0005451241879242779,-0.00020901031978435918,-0.0005152135244463228,5.483927854897354e-05,-1.1878224821829502,0
2023-08-04,29113.99,29101.1,0.00028116,-0.00044274247535301946,-12.890000000003056,-0.00046037424589734924,-0.0001913785492400294,-0.0004390928196760388,-3.6496556769806377e-06,-1.087619710019098,0
2023-08-05,29072.13,29057.7,0.00024181,-0.0004963516605078572,-14.430000000000291,-0.00044274247535301946,-0.00024498773439486713,-0.0004232563156256188,-7.30953448822384e-05,-1.392285027234645,0
2023-08-06,29088.42,29075.9,0.0003,-0.00043041182711184723,-12.519999999996799,-0.0004963516605078572,-0.00017904790099885717,-0.000471407014712236,4.099518760038878e-05,-1.0175436428858327,0
2023-08-07,29211.06,29202.7,0.00027669,-0.0002861929693753182,-8.360000000000582,-0.00043041182711184723,-3.482904326232813e-05,-0.0004121811737205748,0.0001259882043452566,-0.19793625818380206,0
2023-08-08,29770.42,29759.0,0.0002508,-0.00038360224679390663,-11.419999999998254,-0.0002861929693753182,-0.00013223832068091657,-0.0002826466769467396,-0.00010095556984716702,-0.7515210276361947,0
2023-08-09,29581.99,29572.8,0.00026514,-0.0003106619940038627,-9.190000000002328,-0.00038360224679390663,-5.9298067890872666e-05,-0.0003701377438540307,5.947574985016798e-05,-0.33699569601854823,0
2023-08-10,29455.75,29443.7,0.00028277,-0.00040908820858403784,-12.049999999999272,-0.0003106619940038627,-0.00015772428247104778,-0.00030462426601900606,-0.00010446394256503178,-0.8963598012699876,0
2023-08-11,29426.03,29415.5,0.00027123,-0.00035784643732093103,-10.529999999998836,-0.00040908820858403784,-0.00010648251120794097,-0.0003930287255681762,3.518228824724517e-05,-0.6051486878857705,0
2023-08-12,29430.17,29420.7,0.00029305,-0.0003217786373642261,-9.469999999997526,-0.00035784643732093103,-7.041471125123606e-05,-0.00034700439034224766,2.5225752978021545e-05,-0.40017247563150204,0
2023-08-13,29303.84,29293.3,0.00024637,-0.0003596798235316898,-10.540000000000873,-0.0003217786373642261,-0.00010831589741869973,-0.00031460901299384036,-4.507081053784943e-05,-0.6155679693925893,0
2023-08-14,29430.93,29419.5,0.0003,-0.00038836693233955876,-11.430000000000291,-0.0003596798235316898,-0.0001370030062265687,-0.0003486511012088431,-3.971583113071564e-05,-0.7785991193662913,0
2023-08-15,29200.0,29188.8,0.0003,-0.00038356164383564136,-11.200000000000728,-0.00038836693233955876,-0.0001321977177226513,-0.0003744172892209005,-9.144354614740884e-06,-0.751290277753986,0
2023-08-16,28730.51,28714.4,0.0003,-0.0005607279508785937,-16.109999999996944,-0.00038356164383564136,-0.0003093640247656036,-0.0003701012750880942,-0.00019062667579049946,-1.7581406706344156,0
2023-08-17,26623.41,26609.7,0.0003,-0.0005149603300253096,-13.709999999999127,-0.0005607279508785937,-0.0002635964039123195,-0.0005292285125955013,1.4268182570191718e-05,-1.498039594947605,0
2023-08-18,26054.0,26042.1,0.0001512,-0.00045674368619027616,-11.900000000001455,-0.0005149603300253096,-0.0002053797600772861,-0.0004881209499035508,3.1377263713274655e-05,-1.1671897189422729,0
2023-08-19,26100.01,26088.3,-5.882e-05,-0.0004486588319314486,-11.709999999999127,-0.00045674368619027616,-0.00019729490581845853,-0.00043583192347949407,-1.282690845195452e-05,-1.1212428409904283,0
2023-08-20,26189.99,26175.9,-7.626e-05,-0.0005379918052660633,-14.090000000000146,-0.0004486588319314486,-0.0002866278791530732,-0.0004285702689057194,-0.0001094215363603439,-1.6289293238233489,0
2023-08-21,26126.92,26115.4,-3.6e-05,-0.00044092453301027446,-11.519999999996799,-0.0005379918052660633,-0.0001895606068972844,-0.0005088073608354718,6.788282782519729e-05,-1.077288197258136,0
2023-08-22,26056.0,26044.4,8.12e-06,-0.000445194964691378,-11.599999999998545,-0.00044092453301027446,-0.00019383103857838793,-0.00042162347613273137,-2.3571488558646618e-05,-1.10155740446606,0
2023-08-23,26432.72,26419.2,2.966e-05,-0.000511487277888936,-13.520000000000437,-0.000445194964691378,-0.0002601233517759459,-0.00042545909255280705,-8.602818533612891e-05,-1.4783019599177447,0
2023-08-24,26180.05,26164.6,4.584e-05,-0.0005901440218792832,-15.450000000000728,-0.000511487277888936,-0.0003387800957662932,-0.00048500152386027757,-0.00010514249801900566,-1.9253145714645685,0
2023-08-25,26060.01,26051.7,7.361e-05,-0.00031887938646215687,-8.309999999997672,-0.0005901440218792832,-6.75154603491668e-05,-0.0005556494398857373,0.00023677005342358042,-0.3836957992333218,0
2023-08-26,26017.37,26004.3,0.0001125,-0.0005023566947773625,-13.069999999999709,-0.00031887938646215687,-0.00025099276866437245,-0.000312004963755656,-0.0001903517310217065,-1.4264121206669536,0
2023-08-27,26101.77,26087.7,5.3070000000000005e-05,-0.0005390439039191483,-14.069999999999709,-0.0005023566947773625,-0.00028767997780615825,-0.0004768006165228332,-6.22432873963151e-05,-1.6349084852106819,0
2023-08-28,26120.0,26106.5,8.553e-05,-0.0005168453292496172,-13.5,-0.0005390439039191483,-0.00026548140313662714,-0.0005097523348265482,-7.092994423068947e-06,-1.5087521973676201,0
2023-08-29,27716.34,27700.1,-6.340999999999999e-05,-0.0005859359496961576,-16.2400000000016,-0.0005168453292496172,-0.0003345720235831676,-0.0004898140185477765,-9.612193114838118e-05,-1.9013997583064322,0
2023-08-30,27299.99,27290.4,0.00014543,-0.0003512821799568478,-9.590000000000146,-0.0005859359496961576,-9.991825384385772e-05,-0.0005518698335209096,0.00020058765356406182,-0.5678434845640512,0
2023-08-31,25940.78,25928.0,0.00017873,-0.0004926605907763312,-12.779999999998836,-0.0003512821799568478,-0.00024129666466334113,-0.00034110850552041764,-0.00015155208525591355,-1.3713083806511892,0
2023-09-01,25805.05,25795.6,0.00014805,-0.000366207389638878,-9.450000000000728,-0.0004926605907763312,-0.00011484346352588792,-0.000468091769620614,0.00010188437998173602,-0.6526646533460569,0
2023-09-02,25869.51,25855.8,4.917e-05,-0.0005299675177457604,-13.709999999999127,-0.000366207389638878,-0.0002786035916327704,-0.0003545140306767583,-0.00017545348706900216,-1.5833266515249207,0
2023-09-03,25971.21,25962.1,7.964e-05,-0.00035077302905796775,-9.110000000000582,-0.0005299675177457604,-9.94091029449777e-05,-0.0005016001060962205,0.00015082707703825276,-0.5649499389958835,0
2023-09-04,25826.02,25814.0,3.1e-05,-0.0004654220820707347,-12.020000000000437,-0.00035077302905796775,-0.00021405815595774465,-0.0003406511963550042,-0.00012477088571573048,-1.2165097417369748,0
2023-09-05,25792.1,25779.7,5.394e-05,-0.0004807673667517503,-12.399999999997817,-0.0004654220820707347,-0.00022940344063876022,-0.0004436266852798754,-3.7140681471874875e-05,-1.3037182305733808,0
2023-09-06,25759.95,25747.4,1.109e-05,-0.000487190386627275,-12.549999999999272,-0.0004807673667517503,-0.00023582646051428492,-0.0004574095134079276,-2.9780873219347392e-05,-1.3402207698715725,0
2023-09-07,26255.0,26240.7,0.00014637,-0.0005446581603503817,-14.299999999999272,-0.000487190386627275,-0.0002932942342373916,-0.0004631785415392168,-8.147961881116488e-05,-1.66681475671268,0
2023-09-08,25910.5,25899.8,-2.704e-05,-0.0004129599969124767,-10.700000000000728,-0.0005446581603503817,-0.00016159607079948662,-0.0005147949477898798,0.00010183495087740316,-0.9183634861957755,0
2023-09-09,25901.61,25892.6,-4.011e-05,-0.00034785482446851904,-9.010000000002037,-0.0004129599969124767,-9.649089835552898e-05,-0.00039650628849309804,4.8651464024578994e-05,-0.5483655472656909,0
2023-09-10,25841.61,25828.4,5.83e-05,-0.0005111910596901325,-13.209999999999127,-0.00034785482446851904,-0.0002598271335771425,-0.0003380301232934777,-0.00017316093639665483,-1.4766185280348911,0
2023-09-11,25162.52,25150.4,3.361e-05,-0.00048166876767505724,-12.119999999998981,-0.0005111910596901325,-0.00023030484156206718,-0.00048473546659204324,3.0666989169860002e-06,-1.3088409646243555,0
2023-09-12,25840.1,25825.8,4.653e-05,-0.0005534034311012447,-14.299999999999272,-0.00048166876767505724,-0.00030203950498825465,-0.0004582191337087994,-9.518429739244531e-05,-1.716514834782363,0
2023-09-13,26222.0,26209.9,6.701e-05,-0.0004614445885134065,-12.099999999998545,-0.0005534034311012447,-0.00021008066240041644,-0.0005226497752628134,6.12051867494069e-05,-1.1939053254813243,0
2023-09-14,26522.73,26510.3,-8.590000000000004e-06,-0.00046865462190356314,-12.430000000000291,-0.0004614445885134065,-0.00021729069579057308,-0.00044005418003017404,-2.8600441873389106e-05,-1.2348805259735953,0
2023-09-15,26600.0,26591.1,4.159e-05,-0.00033458646616546826,-8.900000000001455,-0.00046865462190356314,-8.32225400524782e-05,-0.00044653008797712715,0.0001119436218116589,-0.47296039832240916,0
2023-09-16,26559.67,26546.9,-8.862e-05,-0.0004808041666179135,-12.769999999996799,-0.00033458646616546826,-0.00022944024050492346,-0.0003261127489446911,-0.00015469141767322244,-1.3039273671768514,0
2023-09-17,26527.51,26514.2,2.688e-05,-0.0005017432846127537,-13.309999999997672,-0.0004808041666179135,-0.0002503793584997637,-0.0004574425663125173,-4.430071830023645e-05,-1.4229260612940307,0
2023-09-18,26762.51,26749.9,-6.703e-05,-0.0004711815147382269,-12.609999999996944,-0.0005017432846127537,-0.00021981758862523685,-0.0004762496637678633,5.068149029636396e-06,-1.2492410614829297,0
2023-09-19,27210.26,27196.0,-1.26e-05,-0.0005240670247178234,-14.2599999999984,-0.0004711815147382269,-0.00027270309860483334,-0.00044879969263824266,-7.526733207958075e-05,-1.5497936743887752,0
2023-09-20,27125.0,27107.7,-7.382000000000001e-05,-0.0006377880184331529,-17.299999999999272,-0.0005240670247178234,-0.00038642409232016287,-0.0004963004011402455,-0.00014148761729290747,-2.1960792413914954,1
2023-09-21,26568.08,26552.6,0.00011703,-0.0005826540721046911,-15.480000000003201,-0.0006377880184331529,-0.000331290145991701,-0.0005984423257451893,1.578825364049823e-05,-1.882748583613535,1
2023-09-22,26580.14,26566.7,3.1079999999999994e-05,-0.0005056406775885564,-13.43999999999869,-0.0005826540721046911,-0.0002542767514755663,-0.0005489221166345328,4.328143904597649e-05,-1.4450752594931269,1
